City,report_year,Education spending,Inter_Gov_Rev,Enrollment
PROSPECT,2010,19824076.0,5614624.0,1573.36
PUTNAM,2010,16450589.0,9510876.0,1240.37
REDDING,2010,32678942.0,2805735.0,1752.41
RIDGEFIELD,2010,82939471.0,9482874.0,5477.44
ROCKY HILL,2010,30266724.0,7203662.0,2673.53
ROXBURY,2010,6082441.0,156248.0,292.55
SALEM,2010,9988643.0,3918843.0,765.91
SALISBURY,2010,7823633.0,732634.0,405.01
SCOTLAND,2010,3850301.0,1684470.0,247.88
SEYMOUR,2010,28397600.0,10663686.0,2522.65
SHARON,2010,6469252.0,475829.0,293.35
SHELTON,2010,68185134.0,12807618.0,5548.08
SHERMAN,2010,8649866.0,1121395.0,631.67
SIMSBURY,2010,65728909.0,11542687.0,4926.32
SOMERS,2010,19932606.0,10820107.0,1634.39
SOUTH WINDSOR,2010,65415184.0,19905819.0,4792.31
SOUTHBURY,2010,40624032.0,2959153.0,3207.65
SOUTHINGTON,2010,83561000.0,29406000.0,6826.46
SPRAGUE,2010,5812415.0,3549818.0,444.22
STAFFORD,2010,24727419.0,12300548.0,1877.73
STAMFORD,2010,244611342.0,36958336.0,14966.3
STERLING,2010,8144070.0,3918983.0,667.0
STONINGTON,2010,33500347.0,4781731.0,2565.73
STRATFORD,2010,93610201.0,32138236.0,7542.96
SUFFIELD,2010,31917228.0,13067296.0,2440.64
THOMASTON,2010,13933975.0,6811715.0,1286.29
THOMPSON,2010,17195096.0,9771433.0,1342.79
TOLLAND,2010,35747088.0,13731950.0,3244.6
TORRINGTON,2010,67508518.0,35269134.0,4784.74
TRUMBULL,2010,92778603.0,12774601.0,6856.73
UNION,2010,1569906.0,501564.0,111.19
VERNON,2010,49302826.0,23875558.0,3738.02
VOLUNTOWN,2010,5976499.0,3025042.0,413.64
WALLINGFORD,2010,89377000.0,31491000.0,6737.62
WARREN,2010,2706523.0,130698.0,176.01
WASHINGTON,2010,9135602.0,295753.0,426.67
WATERBURY,2010,169827000.0,155303000.0,17623.54
WATERFORD,2010,44312500.0,6471154.0,3241.03
WATERTOWN,2010,38016801.0,17406285.0,3262.8
WEST HARTFORD,2010,131068000.0,28491000.0,10315.31
WEST HAVEN,2010,88027025.0,56437139.0,7419.41
WESTBROOK,2010,14639635.0,2684738.0,990.06
WESTON,2010,46822322.0,4228009.0,2558.96
WESTPORT,2010,102371249.0,3432537.0,5704.45
WETHERSFIELD,2010,54093101.0,14093177.0,3945.63
WILLINGTON,2010,11643506.0,4164989.0,824.09
WILTON,2010,75499566.0,8650886.0,4360.57
WINCHESTER,2010,20374906.0,9853477.0,1417.66
WINDHAM,2010,41047613.0,31010000.0,3389.59
WINDSOR,2010,63097716.0,19483098.0,4271.85
WINDSOR LOCKS,2010,29433589.0,14162353.0,1916.58
WOLCOTT,2010,32891047.0,16944344.0,3027.17
WOODBRIDGE,2010,25751808.0,1859771.0,1537.87
WOODBURY,2010,19655602.0,1106175.0,1413.73
WOODSTOCK,2010,16248453.0,7356429.0,1385.9
COLEBROOK,2011,3801654.0,987607.0,253.2
COLUMBIA,2011,11232034.0,3600505.0,766.3
CORNWALL,2011,4042208.0,530071.0,169.3
COVENTRY,2011,25860037.0,10795520.0,1927.34
CROMWELL,2011,26568344.0,6066793.0,2019.6
DANBURY,2011,121036352.0,41012958.0,10482.72
DARIEN,2011,80795051.0,11556311.0,4848.08
DEEP RIVER,2011,9820587.0,2492650.0,653.4
DERBY,2011,20527006.0,11958531.0,1590.32
DURHAM,2011,20209379.0,3885041.0,1350.69
EAST GRANBY,2011,12993868.0,2619515.0,923.78
EAST HADDAM,2011,19343860.0,6087634.0,1371.28
EAST HAMPTON,2011,28545580.0,11369957.0,2004.01
EAST HARTFORD,2011,89434000.0,51565000.0,8027.42
EAST HAVEN,2011,43749500.0,22486788.0,3774.85
EAST LYME,2011,43090693.0,11012922.0,2878.75
EAST WINDSOR,2011,20522588.0,7273015.0,1396.21
EASTFORD,2011,3819029.0,1557126.0,245.93
EASTON,2011,25665283.0,2233793.0,1553.24
ELLINGTON,2011,32365108.0,13593091.0,2732.43
ENFIELD,2011,70698000.0,40876000.0,6051.6
WOODBURY,2011,19655602.0,1157274.0,1385.71
WOODSTOCK,2011,16265285.0,7088491.0,1383.76
ANDOVER,2011,8009858.0,2431822.0,636.48
ANSONIA,2011,31895845.0,27166329.0,2795.42
ASHFORD,2011,11069550.0,4903431.0,701.78
AVON,2011,46977726.0,5710137.0,3585.43
BARKHAMSTED,2011,8512747.0,2040073.0,660.1
BEACON FALLS,2011,12593791.0,3766748.0,1021.25
BERLIN,2011,42974081.0,11406083.0,3166.44
BETHANY,2011,15340874.0,3064837.0,1014.45
BETHEL,2011,39878864.0,11415189.0,2953.22
BETHLEHEM,2011,6740813.0,1338174.0,486.38
BLOOMFIELD,2011,40609912.0,9952846.0,2407.11
BOLTON,2011,13011924.0,4471055.0,829.15
BOZRAH,2011,5546367.0,2099995.0,356.91
BRANFORD,2011,52066037.0,8014335.0,3488.31
BRIDGEPORT,2011,229559379.0,207535677.0,20949.07
BRIDGEWATER,2011,4931622.0,188704.0,223.94
BRISTOL,2011,96785000.0,60526000.0,8760.049999999997
BROOKFIELD,2011,38063564.0,5030421.0,2939.81
BROOKLYN,2011,16379323.0,9114146.0,1285.65
BURLINGTON,2011,22244019.0,4924138.0,1852.22
CANAAN,2011,2853093.0,603521.0,139.99
CANTERBURY,2011,11230443.0,6051232.0,712.94
CANTON,2011,24063033.0,5531930.0,1811.36
CHAPLIN,2011,5774865.0,2661287.0,288.58
CHESHIRE,2011,65036092.0,21973811.0,4792.48
CHESTER,2011,9022134.0,1205690.0,556.14
CLINTON,2011,32137637.0,10133578.0,2083.21
COLCHESTER,2011,36998747.0,16821153.0,3135.15
ESSEX,2011,14686263.0,1203424.0,992.68
FAIRFIELD,2011,152992000.0,20841000.0,10211.77
FARMINGTON,2011,55572545.0,10574352.0,4127.78
FRANKLIN,2011,4190396.0,1568330.0,306.1600000000001
GLASTONBURY,2011,95347354.0,16292391.0,6976.34
GOSHEN,2011,7000608.0,367060.0,423.71
GRANBY,2011,28128240.0,9057889.0,2205.55
GREENWICH,2011,142077135.0,22432009.0,8720.48
GRISWOLD,2011,26324931.0,13450251.0,1869.25
GROTON,2011,78536129.0,42525983.0,5175.28
GROTON (City of),2011,0.0,164638.0,
GUILFORD,2011,54070201.0,8337831.0,3706.17
HADDAM,2011,19463675.0,2002255.0,1351.76
HAMDEN,2011,85075902.0,44696470.0,6941.44
HAMPTON,2011,4105540.0,1761370.0,205.49
HARTFORD,2011,304370000.0,272915000.0,20984.82
HARTLAND,2011,4371558.0,1677101.0,319.04
HARWINTON,2011,11020375.0,2949577.0,918.19
HEBRON,2011,26052515.0,8184027.0,2122.78
KENT,2011,6345040.0,868557.0,356.95
KILLINGLY,2011,36148345.0,18514143.0,2591.3
KILLINGWORTH,2011,16134904.0,2353509.0,1142.24
LEBANON,2011,18947268.0,7575467.0,1258.0
LEDYARD,2011,30952093.0,17568699.0,2538.26
LISBON,2011,9285039.0,4200991.0,713.7
LITCHFIELD,2011,17177000.0,2846000.0,1203.87
LYME,2011,5895593.0,358166.0,309.25
MADISON,2011,51565751.0,6871183.0,3681.08
MANCHESTER,2011,102847000.0,39487000.0,7502.96
MANSFIELD,2011,30739549.0,17875797.0,1975.67
MARLBOROUGH,2011,14575527.0,3973599.0,1229.45
MERIDEN,2011,101978309.0,62681718.0,9203.28
MIDDLEBURY,2011,17927638.0,951269.0,1375.29
MIDDLEFIELD,2011,10837057.0,2103521.0,707.44
MIDDLETOWN,2011,73414000.0,31675000.0,5385.36
MILFORD,2011,109306000.0,22384000.0,7024.29
MONROE,2011,55364249.0,11739302.0,3799.82
MONTVILLE,2011,39300580.0,20724108.0,2756.17
MORRIS,2011,5762292.0,732109.0,352.17
NAUGATUCK,2011,55962948.0,31580238.0,4854.68
NEW BRITAIN,2011,118812000.0,92313000.0,10871.04
NEW CANAAN,2011,77196076.0,7694430.0,4175.21
NEW FAIRFIELD,2011,32264595.0,8392917.0,2869.0
NEW HARTFORD,2011,16105201.0,5898852.0,1129.6
NEW HAVEN,2011,193103792.0,227634807.0,17720.41
NEW LONDON,2011,39588608.0,35205329.0,3555.19
NEW MILFORD,2011,63361649.0,21043666.0,4649.16
NEWINGTON,2011,64499000.0,22272000.0,4500.94
NEWTOWN,2011,72045166.0,12282389.0,5567.79
NORFOLK,2011,4414170.0,911307.0,246.98
NORTH BRANFORD,2011,30843547.0,10622684.0,2360.13
NORTH CANAAN,2011,8183328.0,2729132.0,444.05
NORTH HAVEN,2011,47701735.0,8729212.0,3635.3
NORTH STONINGTON,2011,11853078.0,5723802.0,813.32
NORWALK,2011,164604885.0,30083768.0,11158.74
NORWICH,2011,67160000.0,38103000.0,5396.19
WETHERSFIELD,2011,54344069.0,14296441.0,3930.27
WILLINGTON,2011,12108577.0,4652039.0,799.23
WILTON,2011,74243675.0,8951916.0,4331.64
WINCHESTER,2011,20951073.0,10019954.0,1372.1
WINDHAM,2011,41599963.0,30986301.0,3339.75
WINDSOR,2011,64675805.0,19819257.0,4153.88
WINDSOR LOCKS,2011,29185597.0,14469734.0,1889.86
WOLCOTT,2011,32768203.0,17156857.0,2979.94
WOODBRIDGE,2011,25758313.0,1953014.0,1511.22
