City,report_year,FTE Count,EDSIGHT_ENROLLMENT,Teacher FTE Count,Counselor FTE Count,has_nulls
ROCKY HILL,2005,377.2,,164.8,10.5,False
ROCKY HILL,2006,380.69999999999993,,165.2,11.5,False
ROCKY HILL,2007,384.4,,170.3,12.0,False
ROCKY HILL,2008,388.8,2622,171.4,12.5,False
ROCKY HILL,2009,389.70000000000005,2625,169.8,12.5,False
ROCKY HILL,2010,395.69999999999993,2649,171.6,12.5,False
ROCKY HILL,2011,406.6,2593,170.8,12.5,False
ROCKY HILL,2012,392.4,2539,164.7,12.5,False
ROCKY HILL,2013,396.7,2470,166.0,12.0,False
ROCKY HILL,2014,411.0,2425,167.0,12.5,False
ROCKY HILL,2015,429.0,2487,173.1,11.9,False
ROCKY HILL,2016,437.6,2610,174.1,12.5,False
ROCKY HILL,2017,446.79999999999995,2621,178.1,12.5,False
ROCKY HILL,2018,466.09999999999997,2709,182.0,12.5,False
SALEM,2002,30.5,,,,True
SALEM,2003,95.9,,39.0,2.0,False
SALEM,2004,99.8,,40.1,1.0,False
SALEM,2005,104.49999999999999,,39.1,2.0,False
SALEM,2006,99.69999999999999,,37.6,2.0,False
SALEM,2007,93.30000000000001,,37.6,2.0,False
SALEM,2008,94.8,506,39.1,1.7,False
SALEM,2009,91.5,523,37.1,2.0,False
SALEM,2010,90.60000000000001,494,37.1,2.2,False
SALEM,2011,84.2,463,34.5,2.7,False
SALEM,2012,83.2,445,33.6,2.7,True
SALEM,2013,91.9,428,32.0,2.3,False
SALEM,2014,86.89999999999999,435,29.5,2.2,False
SALEM,2015,79.19999999999999,399,25.0,2.0,True
SALEM,2016,84.69999999999999,384,27.3,2.0,False
SALEM,2017,87.5,409,28.5,2.0,False
SALEM,2018,88.9,401,29.6,2.0,False
SALISBURY,2002,19.599999999999998,,,,True
SALISBURY,2003,45.7,,37.2,2.0,True
SALISBURY,2004,66.6,,35.2,2.0,False
SALISBURY,2005,65.69999999999999,,34.2,2.0,False
SALISBURY,2006,62.7,,34.2,2.0,False
SALISBURY,2007,62.3,,34.2,2.0,False
SALISBURY,2008,59.3,307,32.1,2.0,False
SALISBURY,2009,60.199999999999996,319,33.1,2.0,False
SALISBURY,2010,60.199999999999996,311,32.2,2.0,False
SALISBURY,2011,59.099999999999994,310,31.2,2.0,False
SALISBURY,2012,59.099999999999994,311,32.6,2.0,False
SALISBURY,2013,56.3,310,30.6,2.0,True
SALISBURY,2014,60.199999999999996,280,32.6,2.0,True
SALISBURY,2015,57.8,273,31.2,2.0,False
SALISBURY,2016,58.699999999999996,274,32.2,2.0,True
SALISBURY,2017,57.5,280,31.7,2.0,True
SALISBURY,2018,81.2,298,31.7,2.0,True
SCOTLAND,2002,13.9,,,,True
SCOTLAND,2003,35.0,,9.3,0.8,True
SCOTLAND,2004,30.1,,9.0,0.8,True
SCOTLAND,2005,31.7,,10.0,1.0,True
SCOTLAND,2006,35.1,,11.1,1.0,True
SCOTLAND,2007,39.400000000000006,,12.5,0.8,True
SCOTLAND,2008,42.199999999999996,190,12.8,0.9,True
SCOTLAND,2009,42.3,190,12.3,1.0,True
SCOTLAND,2010,45.199999999999996,161,12.3,1.0,True
SCOTLAND,2011,44.5,143,11.6,1.0,True
SCOTLAND,2012,43.4,132,11.6,0.9,True
SCOTLAND,2013,41.2,127,11.6,0.9,True
SCOTLAND,2014,41.2,133,10.8,1.0,True
SCOTLAND,2015,40.7,129,12.1,1.0,True
SCOTLAND,2016,37.300000000000004,119,11.6,1.0,False
SCOTLAND,2017,36.300000000000004,116,11.0,1.0,False
SCOTLAND,2018,38.8,119,11.4,1.0,False
SEYMOUR,2002,115.0,,,,True
SEYMOUR,2003,365.20000000000005,,157.1,12.0,False
SEYMOUR,2004,396.5,,161.4,15.0,False
SEYMOUR,2005,394.9,,165.9,13.0,False
SEYMOUR,2006,380.0,,162.0,14.0,False
SEYMOUR,2007,412.5,,156.5,15.0,False
SEYMOUR,2008,379.7,2619,162.0,15.0,False
SEYMOUR,2009,362.4,2582,155.7,13.0,False
SEYMOUR,2010,373.40000000000003,2442,147.5,14.0,False
SEYMOUR,2011,361.2,2424,136.8,14.0,False
SEYMOUR,2012,357.3,2310,142.3,14.6,False
SEYMOUR,2013,345.1,2294,140.5,13.0,False
SEYMOUR,2014,348.8,2306,138.5,14.5,False
SEYMOUR,2015,356.4,2286,147.0,15.0,False
SEYMOUR,2016,351.9,2215,140.3,15.0,False
SEYMOUR,2017,350.3,2158,133.0,15.1,False
SEYMOUR,2018,362.8,2176,132.5,15.1,False
SHARON,2002,34.3,,,,True
SHARON,2003,46.3,,26.0,1.0,False
SHARON,2004,51.8,,26.0,1.0,False
SHARON,2005,50.1,,26.4,1.0,True
SHARON,2006,52.9,,25.4,1.0,False
SHARON,2007,52.3,,24.4,1.0,False
SHARON,2008,49.800000000000004,219,23.4,1.0,False
SHARON,2009,50.1,196,22.9,1.0,False
SHARON,2010,49.9,205,23.2,1.0,False
SHARON,2011,50.699999999999996,197,22.8,1.0,False
SHARON,2012,49.8,191,21.4,1.0,False
SHARON,2013,49.1,188,22.4,1.0,False
SHARON,2014,47.7,177,19.0,2.0,False
SHARON,2015,51.5,177,21.0,2.0,False
SHARON,2016,51.199999999999996,160,21.0,2.0,True
SHARON,2017,48.400000000000006,150,20.0,2.0,True
SHARON,2018,46.50000000000001,139,20.0,1.6,False
SHELTON,2002,203.2,,,,True
SHELTON,2003,759.4,,315.0,26.9,False
SHELTON,2004,773.0,,320.0,25.9,False
SHELTON,2005,771.0,,317.4,27.0,False
SHELTON,2006,777.0999999999999,,315.7,25.8,False
SHELTON,2007,793.1999999999998,,322.3,27.3,False
SHELTON,2008,814.3999999999999,5670,323.5,26.9,False
SHELTON,2009,796.0,5570,318.8,26.2,False
SHELTON,2010,809.5999999999999,5480,320.1,27.4,False
SHELTON,2011,672.4,5305,290.5,21.1,False
SHELTON,2012,744.7,5245,295.8,21.6,False
SHELTON,2013,779.4,5130,296.6,22.6,False
SHELTON,2014,764.6,4982,292.3,22.6,False
SHELTON,2015,777.4,4947,300.0,23.6,False
SHELTON,2016,787.0,4925,296.6,24.1,False
SHELTON,2017,825.2,4815,296.2,24.6,False
SHELTON,2018,809.1,4720,289.8,24.8,False
SHERMAN,2002,22.3,,,,True
SHERMAN,2003,75.8,,32.9,1.3,False
SHERMAN,2004,80.5,,32.5,1.4,False
SHERMAN,2005,79.7,,31.6,1.4,False
SHERMAN,2006,80.8,,33.1,1.4,False
SHERMAN,2007,80.49999999999999,,31.5,1.6,False
SHERMAN,2008,68.39999999999999,459,32.5,1.6,False
SHERMAN,2009,85.69999999999999,460,33.5,1.6,False
SHERMAN,2010,87.1,446,32.0,1.6,False
SHERMAN,2011,88.8,409,31.5,1.6,False
SHERMAN,2012,83.99999999999999,398,30.5,1.6,False
SHERMAN,2013,82.29999999999998,384,29.0,1.6,False
SHERMAN,2014,80.2,373,30.0,1.6,False
SHERMAN,2015,79.5,349,29.0,1.6,False
SHERMAN,2016,79.7,337,27.9,1.6,False
SHERMAN,2017,79.3,315,25.1,1.6,False
SHERMAN,2018,74.8,302,24.5,1.8,False
SIMSBURY,2002,180.7,,,,True
SIMSBURY,2003,692.3,,298.2,21.5,False
SIMSBURY,2004,693.8000000000001,,287.6,21.7,False
SIMSBURY,2005,698.9000000000001,,287.0,21.5,False
SIMSBURY,2006,707.2,,292.2,22.7,False
SIMSBURY,2007,737.8,,293.2,24.3,False
SIMSBURY,2008,758.2,4973,292.4,24.3,False
SIMSBURY,2009,757.1999999999998,4950,287.6,23.8,False
SIMSBURY,2010,755.6999999999999,4886,287.2,24.6,False
SIMSBURY,2011,729.0,4781,282.2,23.1,False
SIMSBURY,2012,710.4,4690,291.2,24.1,False
SIMSBURY,2013,711.6999999999998,4553,293.5,25.7,False
SIMSBURY,2014,712.1,4377,286.8,24.3,False
SIMSBURY,2015,704.5,4307,274.7,24.3,False
SIMSBURY,2016,707.8,4190,271.7,24.5,False
SIMSBURY,2017,716.8,4161,269.7,25.5,False
SIMSBURY,2018,698.4,4098,267.0,24.5,False
SOMERS,2002,55.4,,,,True
SOMERS,2003,229.29999999999998,,107.1,5.8,False
SOMERS,2004,229.8,,108.8,5.8,False
SOMERS,2005,230.1,,112.6,5.8,False
SOMERS,2006,247.3,,112.9,6.5,False
SOMERS,2007,251.0,,110.6,6.5,False
SOMERS,2008,257.0,1734,110.8,7.5,False
SOMERS,2009,258.40000000000003,1729,110.8,7.5,False
SOMERS,2010,145.29999999999998,1660,102.8,7.5,True
SOMERS,2011,253.80000000000004,1640,103.2,7.5,False
SOMERS,2012,251.1,1622,102.4,7.5,False
SOMERS,2013,250.5,1586,102.2,7.5,False
SOMERS,2014,248.5,1515,103.3,7.0,False
SOMERS,2015,246.5,1480,105.5,9.0,False
SOMERS,2016,247.29999999999998,1435,104.5,8.0,False
SOMERS,2017,253.1,1431,105.0,8.5,False
SOMERS,2018,254.5,1439,109.4,7.5,False
SOUTH WINDSOR,2002,210.8,,,,True
SOUTH WINDSOR,2003,690.5,,293.5,22.8,False
SOUTH WINDSOR,2004,705.1,,297.4,20.8,False
SOUTH WINDSOR,2005,732.0000000000001,,295.7,22.8,False
SOUTH WINDSOR,2006,715.1000000000001,,288.1,22.8,False
SOUTH WINDSOR,2007,743.1,,295.4,23.0,False
SOUTH WINDSOR,2008,735.5999999999999,4972,298.3,22.8,False
SOUTH WINDSOR,2009,738.6,4839,299.2,21.8,False
SOUTH WINDSOR,2010,722.2,4696,283.7,22.8,False
SOUTH WINDSOR,2011,715.9000000000001,4599,280.5,20.8,False
SOUTH WINDSOR,2012,737.5000000000001,4395,284.6,21.6,False
SOUTH WINDSOR,2013,735.6,4321,283.9,24.6,False
SOUTH WINDSOR,2014,732.1000000000001,4287,288.8,24.6,False
SOUTH WINDSOR,2015,747.4,4216,297.0,22.6,False
SOUTH WINDSOR,2016,739.9000000000001,4156,292.1,20.8,False
SOUTH WINDSOR,2017,739.8000000000001,4188,302.5,24.6,False
SOUTH WINDSOR,2018,721.9,4259,288.4,23.8,False
SOUTHINGTON,2002,234.7,,,,True
SOUTHINGTON,2003,937.6999999999999,,412.4,30.3,False
SOUTHINGTON,2004,931.0,,416.2,31.8,False
SOUTHINGTON,2005,1012.1999999999999,,428.9,33.1,False
SOUTHINGTON,2006,980.2999999999998,,418.1,31.3,False
SOUTHINGTON,2007,1019.0,,437.7,34.9,False
SOUTHINGTON,2008,1027.7,6947,434.7,33.9,False
SOUTHINGTON,2009,1018.9000000000001,6866,433.9,32.9,False
SOUTHINGTON,2010,1035.8999999999999,6839,431.4,32.8,False
SOUTHINGTON,2011,1058.8,6832,432.2,34.8,False
SOUTHINGTON,2012,1078.1999999999998,6745,434.6,34.3,False
SOUTHINGTON,2013,1051.3,6740,423.6,34.9,False
SOUTHINGTON,2014,1089.6999999999998,6704,422.2,35.9,False
SOUTHINGTON,2015,1110.9999999999998,6626,428.4,40.9,False
SOUTHINGTON,2016,1127.2999999999997,6583,422.7,39.0,False
SOUTHINGTON,2017,1147.8999999999999,6582,425.3,35.9,False
SOUTHINGTON,2018,1145.5,6500,420.4,35.0,False
SPRAGUE,2002,22.1,,,,True
SPRAGUE,2003,69.7,,27.5,1.6,True
SPRAGUE,2004,65.60000000000001,,23.5,1.6,True
SPRAGUE,2005,65.60000000000001,,25.5,1.6,True
SPRAGUE,2006,61.10000000000001,,27.5,1.6,True
SPRAGUE,2007,63.900000000000006,,24.5,1.2,True
SPRAGUE,2008,61.2,356,24.5,1.2,True
SPRAGUE,2009,64.9,355,25.9,2.0,True
SPRAGUE,2010,65.4,352,25.9,2.0,True
SPRAGUE,2011,67.2,373,26.0,2.0,True
SPRAGUE,2012,65.2,380,26.0,2.0,True
SPRAGUE,2013,65.5,373,25.0,2.0,True
SPRAGUE,2014,67.5,365,26.0,2.0,True
SPRAGUE,2015,71.3,366,25.8,2.0,True
SPRAGUE,2016,68.3,362,27.0,2.0,True
SPRAGUE,2017,65.3,339,26.8,2.0,True
SPRAGUE,2018,73.6,339,25.0,2.0,True
STAFFORD,2002,127.0,,,,True
STAFFORD,2003,373.5,,135.9,10.0,False
STAFFORD,2004,372.4,,136.1,10.0,False
STAFFORD,2005,366.8,,132.4,11.0,False
STAFFORD,2006,349.8,,126.4,10.0,False
STAFFORD,2007,350.1,,126.3,11.0,False
STAFFORD,2008,355.20000000000005,1917,126.8,10.0,False
STAFFORD,2009,368.0,1918,130.0,11.0,False
STAFFORD,2010,356.9,1854,122.0,11.4,False
STAFFORD,2011,359.5,1865,123.1,11.5,False
STAFFORD,2012,355.4,1830,120.2,12.0,False
STAFFORD,2013,355.8,1727,121.3,12.0,False
STAFFORD,2014,353.6,1634,119.8,10.6,False
STAFFORD,2015,344.59999999999997,1586,115.2,12.0,False
STAFFORD,2016,349.1,1544,114.3,9.0,False
STAFFORD,2017,352.7,1526,110.5,11.0,False
STAFFORD,2018,350.0,1527,109.9,12.0,False
STAMFORD,2002,533.0,,,,True
STAMFORD,2003,2118.6000000000004,,1086.7,80.6,False
STAMFORD,2004,2028.6,,1046.6,75.7,False
STAMFORD,2005,2066.4,,1076.6,83.7,False
STAMFORD,2006,2099.3,,1075.8,85.9,False
STAMFORD,2007,2191.0,,1080.1,88.9,False
STAMFORD,2008,2148.7000000000003,14982,1061.0,92.4,False
STAMFORD,2009,2119.8,14956,1066.1,94.0,False
STAMFORD,2010,2203.2000000000003,15134,1043.5,92.0,False
STAMFORD,2011,2254.8,15390,1042.0,95.0,False
STAMFORD,2012,2215.8999999999996,15571,1049.8,91.4,False
STAMFORD,2013,2091.2000000000003,15834,1047.4,91.2,False
STAMFORD,2014,2173.6,15927,1081.3,97.2,False
STAMFORD,2015,2265.8,16085,1115.2,100.6,False
STAMFORD,2016,2418.6,15946,1099.4,95.6,False
STAMFORD,2017,2484.8,16100,1111.9,98.0,False
STAMFORD,2018,2504.2000000000003,15931,1097.6,98.1,False
STERLING,2002,27.5,,,,True
STERLING,2003,80.9,,27.0,0.8,True
STERLING,2004,88.9,,28.0,1.0,True
STERLING,2005,86.0,,29.0,1.7,True
STERLING,2006,85.60000000000001,,29.0,2.0,True
STERLING,2007,87.1,,27.0,1.6,True
STERLING,2008,101.0,504,30.0,2.4,False
STERLING,2009,106.10000000000001,513,30.0,1.6,False
STERLING,2010,112.0,508,31.0,2.6,False
STERLING,2011,105.7,486,32.0,2.0,False
STERLING,2012,87.4,494,33.5,2.0,False
STERLING,2013,178.1,502,32.1,2.0,False
STERLING,2014,86.6,485,31.6,2.0,False
STERLING,2015,140.2,467,29.8,1.0,False
STERLING,2016,105.70000000000002,454,29.7,1.0,False
STERLING,2017,83.9,431,26.2,2.0,True
STERLING,2018,84.8,387,25.7,2.0,True
STONINGTON,2002,151.39999999999998,,,,True
STONINGTON,2003,386.1,,147.3,8.9,False
STONINGTON,2004,396.6,,155.1,10.6,False
STONINGTON,2005,406.8,,157.3,10.6,False
STONINGTON,2006,415.7,,157.5,11.0,False
STONINGTON,2007,410.2,,159.1,11.0,False
STONINGTON,2008,427.80000000000007,2549,159.1,12.8,False
STONINGTON,2009,430.09999999999997,2526,156.3,12.8,False
STONINGTON,2010,428.20000000000005,2538,154.8,13.6,False
STONINGTON,2011,418.3,2515,154.0,14.4,False
STONINGTON,2012,420.09999999999997,2430,154.2,14.4,False
STONINGTON,2013,485.99999999999994,2369,152.5,15.2,False
STONINGTON,2014,486.1999999999999,2320,155.1,14.2,False
STONINGTON,2015,485.0,2267,149.9,16.6,False
STONINGTON,2016,511.9,2174,145.1,15.6,False
STONINGTON,2017,419.30000000000007,2108,149.4,16.6,False
STONINGTON,2018,405.9,2097,133.2,15.6,False
STRATFORD,2002,215.5,,,,True
STRATFORD,2003,924.0000000000001,,461.1,33.5,False
STRATFORD,2004,876.1000000000001,,453.3,35.0,False
STRATFORD,2005,986.4,,448.3,35.6,False
STRATFORD,2006,956.3,,449.8,36.6,False
STRATFORD,2007,963.6,,443.0,36.2,False
STRATFORD,2008,974.7,7440,448.5,36.0,False
STRATFORD,2009,969.0,7367,440.7,38.0,False
STRATFORD,2010,946.6,7381,427.7,38.0,False
STRATFORD,2011,918.5999999999999,7338,424.3,39.0,False
STRATFORD,2012,903.9,7300,412.7,37.7,False
STRATFORD,2013,922.3,7239,436.1,38.0,False
STRATFORD,2014,964.1,7216,432.6,37.0,False
STRATFORD,2015,974.2,7060,437.5,41.3,False
STRATFORD,2016,1068.4000000000003,6901,429.3,42.5,False
STRATFORD,2017,1093.4,6856,434.9,45.5,False
STRATFORD,2018,1118.2,6840,434.1,42.5,False
SUFFIELD,2002,87.8,,,,True
SUFFIELD,2003,293.90000000000003,,135.9,8.6,False
SUFFIELD,2004,302.7,,140.1,8.6,False
SUFFIELD,2005,330.1,,152.0,9.0,False
SUFFIELD,2006,342.6,,157.7,11.0,False
SUFFIELD,2007,350.09999999999997,,166.2,10.4,False
SUFFIELD,2008,360.8,2594,167.5,10.4,False
SUFFIELD,2009,383.9,2579,170.7,11.2,False
SUFFIELD,2010,368.0,2570,167.3,11.6,False
SUFFIELD,2011,368.90000000000003,2520,164.6,11.0,False
SUFFIELD,2012,376.3,2503,161.0,11.0,False
SUFFIELD,2013,379.0,2457,160.5,11.0,False
SUFFIELD,2014,372.79999999999995,2429,162.7,11.0,False
SUFFIELD,2015,394.3,2397,162.4,11.0,False
SUFFIELD,2016,399.20000000000005,2358,169.0,11.0,False
SUFFIELD,2017,382.2,2281,163.8,13.0,False
SUFFIELD,2018,364.20000000000005,2218,162.8,13.0,False
THOMASTON,2002,48.7,,,,True
THOMASTON,2003,212.39999999999998,,80.2,6.0,False
THOMASTON,2004,208.5,,78.8,6.7,False
THOMASTON,2005,191.8,,79.0,7.2,False
THOMASTON,2006,181.9,,81.4,7.4,False
THOMASTON,2007,186.7,,80.8,7.0,False
THOMASTON,2008,192.5,1272,82.6,7.0,False
THOMASTON,2009,178.6,1229,80.0,6.0,False
THOMASTON,2010,175.2,1178,74.6,6.0,False
THOMASTON,2011,174.8,1129,75.4,6.0,False
THOMASTON,2012,178.6,1064,76.2,6.0,False
THOMASTON,2013,171.1,1017,71.0,6.0,False
THOMASTON,2014,162.6,950,66.2,4.0,False
THOMASTON,2015,152.0,912,61.8,7.0,False
THOMASTON,2016,154.6,900,59.4,4.6,False
THOMASTON,2017,161.6,898,57.8,6.6,False
THOMASTON,2018,160.1,877,57.8,6.0,False
THOMPSON,2002,64.1,,,,True
THOMPSON,2003,208.2,,93.7,5.6,False
THOMPSON,2004,207.1,,89.5,6.0,False
THOMPSON,2005,211.7,,90.7,6.0,False
THOMPSON,2006,219.20000000000002,,94.4,5.9,False
THOMPSON,2007,224.8,,96.0,5.9,False
THOMPSON,2008,224.7,1488,94.5,5.9,False
THOMPSON,2009,216.5,1406,93.7,6.0,False
THOMPSON,2010,213.50000000000003,1342,92.5,6.0,False
THOMPSON,2011,191.50000000000003,1277,85.1,6.0,False
THOMPSON,2012,196.6,1202,84.2,6.0,False
THOMPSON,2013,189.9,1167,81.9,7.0,True
THOMPSON,2014,174.00000000000003,1079,79.4,6.0,False
THOMPSON,2015,151.2,1016,76.6,6.0,False
THOMPSON,2016,155.60000000000002,1007,76.4,6.0,False
THOMPSON,2017,171.2,1018,78.5,6.1,False
THOMPSON,2018,168.0,1020,76.6,6.0,False
TOLLAND,2002,128.2,,,,True
TOLLAND,2003,448.79999999999995,,191.5,12.4,False
TOLLAND,2004,465.7,,202.3,12.6,False
TOLLAND,2005,454.19999999999993,,190.5,12.6,False
TOLLAND,2006,461.0,,189.4,12.0,False
TOLLAND,2007,459.69999999999993,,191.2,12.0,False
TOLLAND,2008,459.20000000000005,3143,190.6,10.0,False
TOLLAND,2009,463.3,3159,190.3,12.0,False
TOLLAND,2010,469.7,3168,188.2,11.0,False
TOLLAND,2011,446.6,3074,172.9,11.0,False
TOLLAND,2012,450.7,2976,175.5,12.0,False
TOLLAND,2013,458.6,2857,175.5,12.0,False
TOLLAND,2014,444.1,2732,168.0,12.0,False
TOLLAND,2015,395.9,2677,169.5,11.0,False
TOLLAND,2016,432.5,2600,166.5,11.0,False
TOLLAND,2017,439.30000000000007,2484,157.5,11.0,False
TOLLAND,2018,424.0,2467,150.0,10.0,False
TORRINGTON,2002,219.5,,,,True
TORRINGTON,2003,685.1999999999999,,283.5,22.4,False
TORRINGTON,2004,656.3,,271.3,20.0,False
TORRINGTON,2005,691.5,,287.3,20.0,False
TORRINGTON,2006,715.1,,293.5,22.0,False
TORRINGTON,2007,725.2,,301.0,22.0,False
TORRINGTON,2008,731.4,4868,300.2,22.6,False
TORRINGTON,2009,729.4999999999999,4758,290.5,22.0,False
TORRINGTON,2010,713.1000000000001,4746,284.8,23.3,False
TORRINGTON,2011,705.8999999999999,4620,289.4,22.0,False
TORRINGTON,2012,707.3999999999999,4565,284.7,23.0,False
TORRINGTON,2013,698.5,4446,280.1,22.0,False
TORRINGTON,2014,733.6999999999999,4353,283.6,23.0,False
TORRINGTON,2015,749.6999999999999,4303,285.4,26.0,False
TORRINGTON,2016,763.5,4266,295.3,28.0,False
TORRINGTON,2017,731.4999999999999,4201,272.7,24.0,False
TORRINGTON,2018,695.0,4108,259.4,24.0,False
TRUMBULL,2002,230.70000000000002,,,,True
TRUMBULL,2003,835.9000000000001,,370.1,36.4,False
TRUMBULL,2004,878.3000000000001,,389.2,38.5,False
TRUMBULL,2005,895.9000000000001,,390.0,38.4,False
TRUMBULL,2006,941.8000000000001,,402.6,40.2,False
TRUMBULL,2007,980.6,,403.8,39.2,False
TRUMBULL,2008,1026.8,6918,413.3,44.4,False
TRUMBULL,2009,1037.0,6956,412.9,43.9,False
TRUMBULL,2010,1045.0,7039,414.5,45.6,False
TRUMBULL,2011,1042.7,6992,413.0,44.9,False
TRUMBULL,2012,1046.1000000000001,6959,407.5,44.4,False
TRUMBULL,2013,1088.0,6937,418.0,44.4,False
TRUMBULL,2014,1088.1,6824,412.9,46.7,False
TRUMBULL,2015,1118.1,6716,406.3,47.7,False
TRUMBULL,2016,1134.0,6687,406.7,50.7,False
TRUMBULL,2017,1169.1999999999998,6685,417.7,50.6,False
TRUMBULL,2018,1166.2,6740,410.3,50.6,False
UNION,2002,3.2,,,,True
UNION,2003,12.1,,5.1,,True
UNION,2004,12.3,,5.0,,True
UNION,2005,10.8,,5.0,,True
UNION,2006,11.7,,5.1,,True
UNION,2007,12.1,,5.1,,True
UNION,2008,11.5,73,5.1,,True
UNION,2009,12.900000000000002,79,5.4,,True
UNION,2010,12.4,*,5.3,,True
UNION,2011,13.200000000000001,82,5.9,,True
UNION,2012,12.3,74,5.3,,True
UNION,2013,8.5,*,6.5,,True
UNION,2014,13.7,78,6.7,,True
UNION,2015,16.6,80,7.3,,True
UNION,2016,14.799999999999999,80,6.7,,True
UNION,2017,15.699999999999998,*,6.8,,True
UNION,2018,14.299999999999999,*,7.1,,True
VERNON,2002,230.10000000000002,,,,True
VERNON,2003,643.6999999999999,,276.1,20.6,False
VERNON,2004,641.6999999999999,,269.2,20.6,False
VERNON,2005,623.3000000000001,,257.9,20.6,False
VERNON,2006,628.4000000000001,,259.6,20.6,False
VERNON,2007,614.5000000000001,,259.1,20.6,False
VERNON,2008,600.9,3722,254.1,21.7,False
VERNON,2009,605.0,3606,252.2,21.0,False
VERNON,2010,607.3,3701,248.8,20.0,False
VERNON,2011,605.9,3615,243.9,21.8,False
VERNON,2012,633.8000000000001,3590,246.2,23.0,False
VERNON,2013,623.4000000000001,3477,240.3,26.6,False
VERNON,2014,664.8,3350,248.3,26.0,False
VERNON,2015,626.4999999999999,3282,242.6,24.6,False
VERNON,2016,662.8,3204,224.7,23.4,False
VERNON,2017,554.7,3224,232.1,24.4,False
VERNON,2018,581.2,3108,231.8,25.8,False
VOLUNTOWN,2002,34.1,,,,True
VOLUNTOWN,2003,76.7,,25.0,1.0,True
VOLUNTOWN,2004,77.60000000000001,,25.0,1.0,True
VOLUNTOWN,2005,76.10000000000001,,23.5,1.0,True
VOLUNTOWN,2006,73.80000000000001,,23.0,1.7,True
VOLUNTOWN,2007,76.9,,22.0,1.7,True
VOLUNTOWN,2008,73.4,315,22.0,1.7,True
VOLUNTOWN,2009,76.9,309,25.0,1.7,False
VOLUNTOWN,2010,76.5,303,27.0,1.6,False
VOLUNTOWN,2011,74.3,318,26.0,1.6,False
VOLUNTOWN,2012,71.4,323,26.0,1.6,False
VOLUNTOWN,2013,70.4,321,26.0,1.6,False
VOLUNTOWN,2014,71.0,310,24.0,1.6,False
VOLUNTOWN,2015,70.1,317,25.0,1.6,True
VOLUNTOWN,2016,72.3,303,26.0,1.0,True
VOLUNTOWN,2017,71.6,285,25.0,1.0,True
VOLUNTOWN,2018,74.39999999999999,282,25.0,1.0,True
WALLINGFORD,2002,307.20000000000005,,,,True
WALLINGFORD,2003,1091.9,,463.6,43.4,False
WALLINGFORD,2004,1072.9999999999998,,456.0,44.5,False
WALLINGFORD,2005,1084.4999999999998,,460.7,43.5,False
WALLINGFORD,2006,1122.8999999999999,,460.7,42.9,False
WALLINGFORD,2007,1143.5,,464.0,45.5,False
WALLINGFORD,2008,1120.8,6855,459.9,44.9,False
WALLINGFORD,2009,1125.0,6828,457.5,43.7,False
WALLINGFORD,2010,1101.9,6701,461.0,44.7,False
WALLINGFORD,2011,1043.5,6600,437.9,43.1,False
WALLINGFORD,2012,1333.2,6435,429.8,43.9,False
WALLINGFORD,2013,1033.5,6292,424.0,42.2,False
WALLINGFORD,2014,1047.0,6108,412.2,42.2,False
WALLINGFORD,2015,1079.1000000000001,6105,429.2,44.2,False
WALLINGFORD,2016,1140.7,6020,433.8,43.3,False
WALLINGFORD,2017,1117.6999999999998,5908,440.3,44.4,False
WALLINGFORD,2018,1138.1,5863,441.4,44.4,False
WATERBURY,2002,599.6,,,,True
WATERBURY,2003,2337.7,,1028.0,62.8,False
WATERBURY,2004,2500.7000000000003,,1083.2,63.0,False
WATERBURY,2005,2691.2000000000003,,1141.9,67.6,False
WATERBURY,2006,2708.3,,1137.9,69.0,False
WATERBURY,2007,2775.3,,1145.8,70.0,False
WATERBURY,2008,2819.6999999999994,18401,1125.3,79.1,False
WATERBURY,2009,2868.7000000000003,18437,1130.5,84.9,False
WATERBURY,2010,2838.4999999999995,18260,1128.2,84.9,False
WATERBURY,2011,2575.2,18188,1102.4,89.6,False
WATERBURY,2012,2805.2,18175,1123.7,90.1,False
WATERBURY,2013,2843.6,18485,1147.0,90.7,False
WATERBURY,2014,2876.2,18706,1171.4,91.9,False
WATERBURY,2015,2999.9,18878,1163.2,104.6,False
WATERBURY,2016,2753.5,18862,1162.9,103.1,False
WATERBURY,2017,2861.4999999999995,19001,1184.1,105.6,False
WATERBURY,2018,2758.9,19007,1168.0,100.6,False
WATERFORD,2002,166.2,,,,True
WATERFORD,2003,506.9,,205.6,15.8,False
WATERFORD,2004,511.09999999999997,,202.5,16.0,False
WATERFORD,2005,515.9,,202.5,17.0,False
WATERFORD,2006,501.70000000000005,,198.3,17.0,False
WATERFORD,2007,490.0,,198.0,16.0,False
WATERFORD,2008,497.5,2954,197.5,17.0,False
WATERFORD,2009,482.3,2900,196.7,15.8,False
WATERFORD,2010,483.9,2890,197.2,15.9,False
WATERFORD,2011,476.50000000000006,2829,192.6,14.9,False
WATERFORD,2012,459.0,2711,182.2,13.8,False
WATERFORD,2013,455.6,2642,179.9,14.8,False
WATERFORD,2014,459.9,2572,174.3,15.8,False
WATERFORD,2015,472.1,2552,178.3,17.4,False
WATERFORD,2016,466.1,2528,177.4,17.8,False
WATERFORD,2017,464.8,2535,173.8,17.8,False
WATERFORD,2018,472.4,2535,175.6,16.8,False
WATERTOWN,2002,150.7,,,,True
