VName,FYEAR,Payment
Windsor Locks,2008,5758881.209999999
Windsor Locks,2009,6177223.119999999
Windsor Locks,2010,6635455.320000001
Windsor Locks,2011,6635344.269999999
Windsor Locks,2012,6899660.78
Windsor Locks,2013,7124856.11
Windsor Locks,2014,7530223.4399999995
Windsor Locks,2015,7998101.02
Windsor Locks,2016,7737137.469999999
Windsor Locks,2017,7545687.280000001
Windsor Locks,2018,7484216.409999999
Wolcott,2004,11739824.85
Wolcott,2005,12458556.83
Wolcott,2006,13030200.089999998
Wolcott,2007,13672881.509999998
Wolcott,2008,15145733.200000001
Wolcott,2009,15696727.119999997
Wolcott,2010,16079690.620000001
Wolcott,2011,16428413.830000004
Wolcott,2012,16614092.160000006
Wolcott,2013,15957144.120000003
Wolcott,2014,16038922.400000002
Wolcott,2015,16127570.879999997
Wolcott,2016,16262652.729999997
Wolcott,2017,15849446.490000002
Wolcott,2018,14084226.059999999
Woodstock,2004,5148133.63
Woodstock,2005,5259958.33
Woodstock,2006,5472678.17
Woodstock,2007,5494300.670000001
Woodstock,2008,6087630.730000001
Woodstock,2009,6296819.45
Woodstock,2010,6551519.0200000005
Woodstock,2011,6523355.07
Woodstock,2012,6489706.430000001
Woodstock,2013,6193709.28
Woodstock,2014,6289276.95
Woodstock,2015,6338905.069999999
Woodstock,2016,6378432.550000002
Woodstock,2017,6182634.090000002
Woodstock,2018,5744189.070000001
